"=""Протокол действий пользователя""";

"=""Выберите организацию""";"=""Эксплуатация ФСМЭВ""";
"=""Выберите пользователя""";"=""Бородин Дмитрий Юрьевич,Бородин Дмитрий Юрьевич,Бородин Дмитрий Юрьевич,Бородин Дмитрий Юрьевич,Бородин Дмитрий Юрьевич,Бородин Дмитрий Юрьевич,Бородин Дмитрий Юрьевич""";
"=""Выберите период формирования отчета с""";"=""01.05.2013 00:00:00""";
"=""по""";"=""01.06.2013 00:00:00""";
"=""Время генерации отчета""";"=""03.06.2013 13:44:26""";

"=""Тип объекта """;"=""Идентификатор объекта""";"=""Наименование объекта""";"=""Изменяемый атрибут объекта""";"=""Действие""";"=""Старое значение атрибута""";"=""Новое значение атрибута""";"=""Дата и время изменения""";"=""Пользователь""";
"=""Техпортал.Сервис""";"=""SID0005728:testSmevReg""";"=""Сведения, содержащиеся в разрешении на ввод в эксплуатацию объекта капитального строительства""";"=""Операция:GetPermit::Имя""";"=""Создание""";"=""""";"=""Получение информации о разрешении на ввод в эксплуатацию""";"=""13.05.2013 09:34:30""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0005728:testSmevReg""";"=""Сведения, содержащиеся в разрешении на ввод в эксплуатацию объекта капитального строительства""";"=""Операция:GetPermit::Параметр:Номер разрешения:I""";"=""Создание""";"=""""";"=""-""";"=""13.05.2013 09:34:30""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0005728:testSmevReg""";"=""Сведения, содержащиеся в разрешении на ввод в эксплуатацию объекта капитального строительства""";"=""Операция:GetPermitCadastralNumber::Назначение""";"=""Создание""";"=""""";"=""Принимает электронное сообщение с параметрами запроса (кадастровый номер, адрес объекта) в формате XML и возвращает номер запроса в очереди запроса либо ошибку.""";"=""13.05.2013 09:34:30""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0005728:testSmevReg""";"=""Сведения, содержащиеся в разрешении на ввод в эксплуатацию объекта капитального строительства""";"=""Операция:GetPermit::Параметр:Комментарий к статусу:O""";"=""Создание""";"=""""";"=""-""";"=""13.05.2013 09:34:30""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0005728:testSmevReg""";"=""Сведения, содержащиеся в разрешении на ввод в эксплуатацию объекта капитального строительства""";"=""Операция:GetState::Параметр:ФИО сотрудника обработавшего запрос:O""";"=""Создание""";"=""""";"=""-""";"=""13.05.2013 09:34:30""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0005728:testSmevReg""";"=""Сведения, содержащиеся в разрешении на ввод в эксплуатацию объекта капитального строительства""";"=""Паспорт:hideInFrontend""";"=""Удаление""";"=""""";"=""""";"=""13.05.2013 09:34:30""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0005728:testSmevReg""";"=""Сведения, содержащиеся в разрешении на ввод в эксплуатацию объекта капитального строительства""";"=""Паспорт:pingUrl""";"=""Удаление""";"=""""";"=""""";"=""13.05.2013 09:34:30""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0005728:testSmevReg""";"=""Сведения, содержащиеся в разрешении на ввод в эксплуатацию объекта капитального строительства""";"=""Паспорт:ownerOrgName""";"=""Удаление""";"=""2181""";"=""""";"=""13.05.2013 09:34:30""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0005728:testSmevReg""";"=""Сведения, содержащиеся в разрешении на ввод в эксплуатацию объекта капитального строительства""";"=""Доступ:Полный:MREG:MREG02::GetPermitCadastralNumber; GetPermit; GetState;:false:true""";"=""Создание""";"=""""";"=""-""";"=""13.05.2013 09:35:01""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0005728:testSmevReg""";"=""Сведения, содержащиеся в разрешении на ввод в эксплуатацию объекта капитального строительства""";"=""Паспорт:hideInFrontend""";"=""Удаление""";"=""""";"=""""";"=""13.05.2013 09:35:01""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0005728:testSmevReg""";"=""Сведения, содержащиеся в разрешении на ввод в эксплуатацию объекта капитального строительства""";"=""Паспорт:pingUrl""";"=""Удаление""";"=""""";"=""""";"=""13.05.2013 09:35:01""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0005728:testSmevReg""";"=""Сведения, содержащиеся в разрешении на ввод в эксплуатацию объекта капитального строительства""";"=""Паспорт:ownerOrgName""";"=""Удаление""";"=""2181""";"=""""";"=""13.05.2013 09:35:01""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Новость""";"=""5064943""";"=""Зарегистрирован новый сервис SID0005728 в ТСМЭВ""";"=""Статус""";"=""Создание""";"=""""";"=""A""";"=""13.05.2013 09:35:54""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Новость""";"=""5064943""";"=""Зарегистрирован новый сервис SID0005728 в ТСМЭВ""";"=""Время""";"=""Создание""";"=""""";"=""Mon May 13 10:37:00 MSK 2013""";"=""13.05.2013 09:35:54""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Новость""";"=""5064943""";"=""Зарегистрирован новый сервис SID0005728 в ТСМЭВ""";"=""Узел""";"=""Создание""";"=""""";"=""p00smev""";"=""13.05.2013 09:35:54""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Новость""";"=""5064943""";"=""Зарегистрирован новый сервис SID0005728 в ТСМЭВ""";"=""Категория""";"=""Создание""";"=""""";"=""RTS""";"=""13.05.2013 09:35:54""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Новость""";"=""5064943""";"=""Зарегистрирован новый сервис SID0005728 в ТСМЭВ""";"=""Текст новости""";"=""Создание""";"=""""";"=""Зарегистрирован новы""";"=""13.05.2013 09:35:54""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Новость""";"=""5064943""";"=""Зарегистрирован новый сервис SID0005728 в ТСМЭВ""";"=""Заголовок""";"=""Создание""";"=""""";"=""Зарегистрирован новый сервис SID0005728 в ТСМЭВ""";"=""13.05.2013 09:35:54""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Новость""";"=""5064943""";"=""Зарегистрирован новый сервис SID0005728 в ТСМЭВ""";"=""Узел""";"=""Редактирование""";"=""p00smev""";"=""""";"=""13.05.2013 09:37:08""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Новость""";"=""5064943""";"=""Зарегистрирован новый сервис SID0005728 в ТСМЭВ""";"=""Текст новости""";"=""Редактирование""";"=""Зарегистрирован новы""";"Зарегистрирован новый сервис Администрация Губернатора Архангельской области и Правительства Архангельской области ""Сведения, содержащиеся в разрешении на ввод в эксплуатацию объекта капитального строительства""<br>Адрес сервиса: http://188.254.16.69:7777/gateway/services/SID0005728<br>Адрес WSDL сервиса: http://188.254.16.69:7777/gateway/services/SID0005728?wsdl";"=""13.05.2013 09:37:08""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Новость""";"=""5064943""";"=""Зарегистрирован новый сервис SID0005728 в ТСМЭВ""";"=""Узел""";"=""Редактирование""";"=""p00smev""";"=""""";"=""13.05.2013 09:37:13""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""MSMKRBSID0005686:1.00""";"=""-""";"=""Зарегистрировать сервис на другом узле""";"=""-""";"=""-""";"=""13.05.2013 10:32:59""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""MSMKRBSID0005686:1.00""";"=""Smev url""";"=""Удалить сервис со всх узлов""";"=""-""";"=""http://pk6nlbsmev.k6.egov.local:80/gateway/services/SID0004396""";"=""13.05.2013 10:32:59""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""MSMKRBSID0005686:1.00""";"=""Real url""";"=""Удалить сервис со всх узлов""";"=""-""";"=""http://10.31.2.3/poltava-ws-inquiry/services/INT000005510/InquirySMEVService11""";"=""13.05.2013 10:32:59""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Паспорт:pingUrl""";"=""Удаление""";"=""""";"=""""";"=""13.05.2013 10:36:49""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Паспорт:srvAvail""";"=""Удаление""";"=""""";"=""""";"=""13.05.2013 10:36:49""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Паспорт:ownerOrgName""";"=""Удаление""";"=""0127""";"=""""";"=""13.05.2013 10:36:49""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Паспорт:vizPhone""";"=""Редактирование""";"=""(347) 226-20-11""";"=""""";"=""13.05.2013 10:36:49""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Паспорт:hideInFrontend""";"=""Редактирование""";"=""""";"=""Y""";"=""13.05.2013 10:36:49""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Паспорт:respPhone""";"=""Редактирование""";"=""(347) 226-20-11""";"=""раб. тел. (347) 226-20-31 """;"=""13.05.2013 10:36:49""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Паспорт:vizEmail""";"=""Редактирование""";"=""fahretdinov.s@minsvyazrb.ru""";"=""""";"=""13.05.2013 10:36:49""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Паспорт:vizpRole""";"=""Редактирование""";"=""Начальник отдела развития информационно-коммуникационных технологий  Министерство связи и массовых коммуникаций Республики Башкортостан""";"=""""";"=""13.05.2013 10:36:49""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Паспорт:ownerISName""";"=""Редактирование""";"=""012701""";"=""019001""";"=""13.05.2013 10:36:49""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Паспорт:srvState""";"=""Редактирование""";"=""TST""";"=""TRL""";"=""13.05.2013 10:36:49""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Паспорт:srvUrlDef""";"=""Редактирование""";"=""http://62.133.191.242/poltava-ws-inquiry/services/INT05510/InquirySMEVService11""";"=""http://10.31.2.3/poltava-ws-inquiry/services/INT000005510/InquirySMEVService11""";"=""13.05.2013 10:36:49""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Паспорт:respRole""";"=""Редактирование""";"=""Начальник отдела развития информационно-коммуникационных технологий  Министерство связи и массовых коммуникаций Республики Башкортостан""";"=""Начальник информационно-аналитического отдела в сфере ИКТ""";"=""13.05.2013 10:36:49""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Паспорт:vizFIO""";"=""Редактирование""";"=""Фахретдинов Сергей Ильдарович""";"=""""";"=""13.05.2013 10:36:49""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Паспорт:respEmail""";"=""Редактирование""";"=""fahretdinov.s@minsvyazrb.ru""";"=""sultanov.t@minsvyazrb.ru""";"=""13.05.2013 10:36:49""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Паспорт:operResponsible""";"=""Редактирование""";"=""Фахретдинов Сергей Ильдарович""";"=""Султанов Тимур Альбертович""";"=""13.05.2013 10:36:50""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Операция:execute::Назначение""";"=""Создание""";"=""""";"=""Запрос сведений в электронном виде""";"=""13.05.2013 10:39:15""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Операция:execute::Параметр:xml-документ с параметрами ответа:O""";"=""Создание""";"=""""";"=""-""";"=""13.05.2013 10:39:15""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Операция:execute:""";"=""Создание""";"=""""";"=""-""";"=""13.05.2013 10:39:15""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Операция:execute::Имя""";"=""Создание""";"=""""";"=""Запрос сведений в электронном виде""";"=""13.05.2013 10:39:15""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Операция:execute::Параметр:xml-документ с параметрами запроса:I""";"=""Создание""";"=""""";"=""-""";"=""13.05.2013 10:39:15""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Паспорт:pingUrl""";"=""Удаление""";"=""""";"=""""";"=""13.05.2013 10:39:15""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Паспорт:srvAvail""";"=""Удаление""";"=""""";"=""""";"=""13.05.2013 10:39:15""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Паспорт:ownerOrgName""";"=""Удаление""";"=""0190""";"=""""";"=""13.05.2013 10:39:15""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Файл""";"=""10678""";"=""Руководство пользователя""";"=""-""";"=""Создание""";"=""-""";"=""-""";"=""13.05.2013 10:41:19""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Файл""";"=""10678""";"=""Руководство пользователя""";"=""Тип файла""";"=""Создание""";"=""-""";"=""doc""";"=""13.05.2013 10:41:19""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Файл""";"=""10678""";"=""Руководство пользователя""";"=""Mime тип файла""";"=""Создание""";"=""-""";"=""application/msword""";"=""13.05.2013 10:41:19""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Файл""";"=""10678""";"=""Руководство пользователя""";"=""Имя файла""";"=""Создание""";"=""-""";"=""Руководство пользователя""";"=""13.05.2013 10:41:19""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Файл""";"=""10678""";"=""Руководство пользователя""";"=""Номер""";"=""Создание""";"=""-""";"=""10678""";"=""13.05.2013 10:41:19""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Паспорт:pingUrl""";"=""Удаление""";"=""""";"=""""";"=""13.05.2013 10:41:24""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Паспорт:ownerOrgName""";"=""Удаление""";"=""0190""";"=""""";"=""13.05.2013 10:41:24""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Паспорт:srvGuide""";"=""Редактирование""";"=""files/registryfile/10201/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE+%D0%BF%D0%BE%D0%BB%D1%8C%D0%B7%D0%BE%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D1%8F.doc""";"=""10678""";"=""13.05.2013 10:41:24""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Паспорт:srvAvail""";"=""Редактирование""";"=""""";"=""LIM""";"=""13.05.2013 10:41:24""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Новость""";"=""5064944""";"=""Зарегистрирован новый сервис SID0004396 в РСМЭВ""";"=""Категория""";"=""Создание""";"=""""";"=""RSR""";"=""13.05.2013 10:50:16""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Новость""";"=""5064944""";"=""Зарегистрирован новый сервис SID0004396 в РСМЭВ""";"=""Текст новости""";"=""Создание""";"=""""";"Зарегистрирован новый сервис Министерства связи и массовых коммуникаций Республики Башкортостан ""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""<br>Адрес сервиса: http://pk6nlbsmev.k6.egov.local:80/gateway/services/SID0004396<br>Адрес WSDL сервиса: http://pk6nlbsmev.k6.egov.local:80/gateway/services/SID0004396?wsdl";"=""13.05.2013 10:50:16""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Новость""";"=""5064944""";"=""Зарегистрирован новый сервис SID0004396 в РСМЭВ""";"=""Время""";"=""Создание""";"=""""";"=""Mon May 13 11:51:00 MSK 2013""";"=""13.05.2013 10:50:16""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Новость""";"=""5064944""";"=""Зарегистрирован новый сервис SID0004396 в РСМЭВ""";"=""Заголовок""";"=""Создание""";"=""""";"=""Зарегистрирован новый сервис SID0004396 в РСМЭВ""";"=""13.05.2013 10:50:16""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Новость""";"=""5064944""";"=""Зарегистрирован новый сервис SID0004396 в РСМЭВ""";"=""Узел""";"=""Создание""";"=""""";"=""p00smev""";"=""13.05.2013 10:50:16""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Новость""";"=""5064944""";"=""Зарегистрирован новый сервис SID0004396 в РСМЭВ""";"=""Статус""";"=""Создание""";"=""""";"=""A""";"=""13.05.2013 10:50:16""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Паспорт:pingUrl""";"=""Удаление""";"=""""";"=""""";"=""13.05.2013 10:50:47""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Паспорт:ownerOrgName""";"=""Удаление""";"=""0190""";"=""""";"=""13.05.2013 10:50:47""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Паспорт:hideInFrontend""";"=""Редактирование""";"=""Y""";"=""N""";"=""13.05.2013 10:50:47""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004397:RSMEV02""";"=""MSMKRBSID0005689:1.00""";"=""-""";"=""Зарегистрировать сервис на другом узле""";"=""-""";"=""-""";"=""13.05.2013 10:52:41""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004397:RSMEV02""";"=""MSMKRBSID0005689:1.00""";"=""Smev url""";"=""Удалить сервис со всх узлов""";"=""-""";"=""http://pk6nlbsmev.k6.egov.local:80/gateway/services/SID0004397""";"=""13.05.2013 10:52:41""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004397:RSMEV02""";"=""MSMKRBSID0005689:1.00""";"=""Real url""";"=""Удалить сервис со всх узлов""";"=""-""";"=""http://10.31.2.3/poltava-ws-inquiry/services/INT0000051210/InquirySMEVService11""";"=""13.05.2013 10:52:41""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Паспорт:pingUrl""";"=""Удаление""";"=""""";"=""""";"=""13.05.2013 10:55:45""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Паспорт:ownerOrgName""";"=""Удаление""";"=""0190""";"=""""";"=""13.05.2013 10:55:45""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004396:RSMEV02""";"=""Электронный сервис запроса сведений о получении(не получении) денежных средств опекуном(попечителем) на содержание ребенка""";"=""Паспорт:ownerISName""";"=""Редактирование""";"=""019001""";"=""012701""";"=""13.05.2013 10:55:46""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Файл""";"=""10680""";"=""Руководство пользователя""";"=""-""";"=""Создание""";"=""-""";"=""-""";"=""13.05.2013 10:56:26""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Файл""";"=""10680""";"=""Руководство пользователя""";"=""Тип файла""";"=""Создание""";"=""-""";"=""doc""";"=""13.05.2013 10:56:26""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Файл""";"=""10680""";"=""Руководство пользователя""";"=""Mime тип файла""";"=""Создание""";"=""-""";"=""application/msword""";"=""13.05.2013 10:56:26""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Файл""";"=""10680""";"=""Руководство пользователя""";"=""Имя файла""";"=""Создание""";"=""-""";"=""Руководство пользователя""";"=""13.05.2013 10:56:26""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Файл""";"=""10680""";"=""Руководство пользователя""";"=""Номер""";"=""Создание""";"=""-""";"=""10680""";"=""13.05.2013 10:56:26""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004397:RSMEV02""";"=""Электронный сервис предоставления сведений из решения органа местного самоуправления Республики Башкортостан и иные документы, подтверждающие принятие гражданина на учет в качестве нуждающегося в жилом помещении""";"=""Паспорт:pingUrl""";"=""Удаление""";"=""""";"=""""";"=""13.05.2013 10:57:31""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004397:RSMEV02""";"=""Электронный сервис предоставления сведений из решения органа местного самоуправления Республики Башкортостан и иные документы, подтверждающие принятие гражданина на учет в качестве нуждающегося в жилом помещении""";"=""Паспорт:hideInFrontend""";"=""Удаление""";"=""""";"=""""";"=""13.05.2013 10:57:31""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004397:RSMEV02""";"=""Электронный сервис предоставления сведений из решения органа местного самоуправления Республики Башкортостан и иные документы, подтверждающие принятие гражданина на учет в качестве нуждающегося в жилом помещении""";"=""Паспорт:ownerOrgName""";"=""Удаление""";"=""0127""";"=""""";"=""13.05.2013 10:57:31""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004397:RSMEV02""";"=""Электронный сервис предоставления сведений из решения органа местного самоуправления Республики Башкортостан и иные документы, подтверждающие принятие гражданина на учет в качестве нуждающегося в жилом помещении""";"=""Паспорт:vizPhone""";"=""Редактирование""";"=""(347) 226-20-11""";"=""""";"=""13.05.2013 10:57:31""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004397:RSMEV02""";"=""Электронный сервис предоставления сведений из решения органа местного самоуправления Республики Башкортостан и иные документы, подтверждающие принятие гражданина на учет в качестве нуждающегося в жилом помещении""";"=""Паспорт:srvAvail""";"=""Редактирование""";"=""""";"=""LIM""";"=""13.05.2013 10:57:31""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004397:RSMEV02""";"=""Электронный сервис предоставления сведений из решения органа местного самоуправления Республики Башкортостан и иные документы, подтверждающие принятие гражданина на учет в качестве нуждающегося в жилом помещении""";"=""Паспорт:respEmail""";"=""Редактирование""";"=""fahretdinov.s@minsvyazrb.ru""";"=""sultanov.t@minsvyazrb.ru""";"=""13.05.2013 10:57:31""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004397:RSMEV02""";"=""Электронный сервис предоставления сведений из решения органа местного самоуправления Республики Башкортостан и иные документы, подтверждающие принятие гражданина на учет в качестве нуждающегося в жилом помещении""";"=""Паспорт:vizEmail""";"=""Редактирование""";"=""fahretdinov.s@minsvyazrb.ru""";"=""""";"=""13.05.2013 10:57:32""";"=""Бородин Дмитрий Юрьевич""";
"=""Техпортал.Сервис""";"=""SID0004397:RSMEV02""";"=""Электронный сервис предоставления сведений из решения органа местного самоуправления Республики Башкортостан и иные документы, подтверждающие принятие гражданина на учет в качестве нуждающегося в жилом помещении""";"=""Паспорт:vizpRole""";"=""Редактирование""";"=""Начальник отдела развития информационно-коммуникационных технологий  Министерство связи и массовых коммуникаций Республики Башкортостан""";"=""""";"=""13.05.2013 10:57:32""";"=""Бородин Дмитрий Юрьевич""";
